EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2021;01010;1111;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;105000
2021;01010;1111;214000;91002;Reparación y conservación material de transporte;10000
2021;01010;1111;215000;91002;Reparación y conservación de mobiliario y enseres;8000
2021;01010;1111;216000;91002;Rep. y conserv. equipos procesos de información;105734,67
2021;01010;1111;220000;91002;Ordinario no inventariable;20000
2021;01010;1111;220001;91002;Mobiliario y enseres;5000
2021;01010;1111;220002;91002;Prensa, revistas y publicaciones periódicas;115310
2021;01010;1111;220003;91002;Libros y otras publicaciones;64800
2021;01010;1111;220004;91002;Material informático;10500
2021;01010;1111;221000;91002;Energía eléctrica;250000
2021;01010;1111;221001;91002;Agua;13000
2021;01010;1111;221003;91002;Combustibles;15000
2021;01010;1111;221004;91002;Vestuario;18000
2021;01010;1111;221006;91002;Productos farmacéuticos;5000
2021;01010;1111;221009;91002;Otros suministros;40000
2021;01010;1111;222000;91002;Telefónicas;117739,32
2021;01010;1111;222001;91002;Postales;7000
2021;01010;1111;222002;91002;Telegráficas;100
2021;01010;1111;222009;91002;Otras comunicaciones;2000
2021;01010;1111;223000;91002;Transporte;5000
2021;01010;1111;224001;91002;Primas de vehículos;6500
2021;01010;1111;224002;91002;Primas de otro inmovilizado;16000
2021;01010;1111;225000;91002;Tributos locales;6500
2021;01010;1111;225001;91002;Tributos autonómicos;4000
2021;01010;1111;226001;91002;Atenciones protocolarias y representativas;40000
2021;01010;1111;226002;91002;Gastos de divulgación y promoción;80000
2021;01010;1111;226005;91002;Reuniones y conferencias;40000
2021;01010;1111;226009;91002;Otros gastos diversos;15000
2021;01010;1111;227000;91002;Limpieza y aseo;500000
2021;01010;1111;227001;91002;Seguridad;928000
2021;01010;1111;227003;91002;Postales;500
2021;01010;1111;227006;91002;Estudios y trabajos técnicos;106565
2021;01010;1111;227009;91002;Otros trabajos realizados por otras empresas;750342,78
2021;01010;1111;230000;91002;Dietas;507210,54
2021;01010;1111;231000;91002;Locomoción;507210,54
2021;01010;1111;239000;91002;Otras indemnizaciones;25000
2021;01010;1111;250000;91002;Gastos en pruebas selectivas;5000
2021;01010;1111;359000;91002;Otros gastos financieros;1200
2021;01010;1111;480001;91002;Fundación Seminario Investigación para la Paz;55000
2021;01010;1111;480548;91002;Subvención GP POPULAR de las Cortes de Aragón;812390,88
2021;01010;1111;480549;91002;Subvención GP SOCIALISTA de las Cortes de Aragón;1145428,32
2021;01010;1111;480551;91002;Subvención GP ARAGONES de las Cortes de Aragón;271205,04
2021;01010;1111;480552;91002;Subvención GP CIUIDADANOS-PARTIDO CIUDADANÍA C.A.;645872,16
2021;01010;1111;480554;91002;Subvención Exparlamentarios de las Cortes de Aragó;4973,4
2021;01010;1111;480555;91002;Fundación Manuel Giménez Abad;150000
2021;01010;1111;480556;91002;Becas de las Cortes de Aragón;41400
2021;01010;1111;480682;91002;Subv. GP PODEMOS EQUO ARAGÓN de las Cortes Aragóni;354464,4
2021;01010;1111;480683;91002;Subv. GP CHUNTA ARAGONESISTA de las Cortes Aragón;271205,04
2021;01010;1111;480684;91002;Subv. GP VOX EN ARAGÓN de las Cortes de Aragón;271205,04
2021;01010;1111;480685;91002;Subv. AP IU ARAGÓN (GPM) de las Cortes de Aragón;187945,68
2021;01010;1111;602000;91002;Edificios y otras construcciones;150000
2021;01010;1111;603000;91002;Maquinaria, instalación y utillaje;26000
2021;01010;1111;605000;91002;Mobiliario y enseres;10000
2021;01010;1111;606000;91002;Equipos para procesos de información;55000
2021;01010;1111;608000;91002;Otro inmovilizado material;15000
2021;01010;1111;609000;91002;Inmovilizado Inmaterial;15000
2021;01010;1113;120000;91002;Sueldos de Personal Funcionario;76738,32
2021;01010;1113;120005;91002;Trienios de Personal Funcionario;32585,52
2021;01010;1113;120006;91002;Pagas extraordinarias de Personal Funcionario;29655,94
2021;01010;1113;121000;91002;Complemento de destino de Personal Funcionario;37119,84
2021;01010;1113;121001;91002;Complemento específico de Personal Funcionario;37369,68
2021;01010;1113;160000;91002;Seguridad social;50520,52
2021;01010;1113;212000;91002;Rep. y conservación edificios y otras construcc.;20000
2021;01010;1113;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;2000
2021;01010;1113;220003;91002;Libros y otras publicaciones;15000
2021;01010;1113;221009;91002;Otros suministros;25000
2021;01010;1113;226002;91002;Gastos de divulgación y promoción;100000
2021;01010;1113;227000;91002;Limpieza y aseo;68000
2021;01010;1113;227001;91002;Seguridad;238000
2021;01010;1113;227009;91002;Otros trabajos realizados por otras empresas;468100,79
2021;01010;1113;603000;91002;Maquinaria, instalación y utillaje;32000
2021;01020;1112;100000;91002;Retribuciones básicas de Altos Cargos;60395,72
2021;01020;1112;100001;91002;Otras remuneraciones de Altos Cargos;88323,48
2021;01020;1112;100005;91002;Trienios;13411,56
2021;01020;1112;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;341109,72
2021;01020;1112;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;251934,12
2021;01020;1112;110005;91002;Trienios de Pers. Eventual de Gabinete;22670,55
2021;01020;1112;110006;91002;Pagas extraordinarias Pers. Eventual de Gabinete;102192
2021;01020;1112;120000;91002;Sueldos de Personal Funcionario;143497,56
2021;01020;1112;120005;91002;Trienios de Personal Funcionario;55952,16
2021;01020;1112;120006;91002;Pagas extraordinarias de Personal Funcionario;49469,41
2021;01020;1112;121000;91002;Complemento de destino de Personal Funcionario;67930,67
2021;01020;1112;121001;91002;Complemento específico de Personal Funcionario;56832,48
2021;01020;1112;122002;91002;Otras retribuciones en especie;17543,75
2021;01020;1112;150000;91002;Productividad fija de Funcionarios;41961,96
2021;01020;1112;151000;91002;Gratificaciones de Personal Funcionario;500
2021;01020;1112;151001;91002;Gratificaciones de Personal no Funcionario;500
2021;01020;1112;160000;91002;Seguridad social;267435,49
2021;01020;1112;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;5012,5
2021;01020;1112;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;2305,75
2021;01020;1112;165000;91002;Fondo de Acción Social;31113,38
2021;01020;1112;206000;91002;Arrendamientos de equipos procesos de información;100
2021;01020;1112;212000;91002;Rep. y conservación edificios y otras construcc.;4000
2021;01020;1112;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;20000
2021;01020;1112;214000;91002;Reparación y conservación material de transporte;2000
2021;01020;1112;215000;91002;Reparación y conservación de mobiliario y enseres;100
2021;01020;1112;216000;91002;Rep. y conserv. equipos procesos de información;2000
2021;01020;1112;220000;91002;Ordinario no inventariable;6000
2021;01020;1112;220001;91002;Mobiliario y enseres;900
2021;01020;1112;220002;91002;Prensa, revistas y publicaciones periódicas;3500
2021;01020;1112;220003;91002;Libros y otras publicaciones;19000
2021;01020;1112;220004;91002;Material informático;3600
2021;01020;1112;220009;91002;Otro material de oficina;500
2021;01020;1112;221000;91002;Energía eléctrica;25000
2021;01020;1112;221001;91002;Agua;5000
2021;01020;1112;221003;91002;Combustibles;3200
2021;01020;1112;221004;91002;Vestuario;1500
2021;01020;1112;221009;91002;Otros suministros;3000
2021;01020;1112;222000;91002;Telefónicas;6000
2021;01020;1112;222001;91002;Postales;7000
2021;01020;1112;222009;91002;Otras comunicaciones;2700
2021;01020;1112;223000;91002;Transporte;1300
2021;01020;1112;224000;91002;Primas de Edificios y locales;4700
2021;01020;1112;224001;91002;Primas de vehículos;1700
2021;01020;1112;225000;91002;Tributos locales;1500
2021;01020;1112;225001;91002;Tributos autonómicos;100
2021;01020;1112;226001;91002;Atenciones protocolarias y representativas;6000
2021;01020;1112;226002;91002;Gastos de divulgación y promoción;12000
2021;01020;1112;226005;91002;Reuniones y conferencias;12200
2021;01020;1112;226009;91002;Otros gastos diversos;300
2021;01020;1112;227000;91002;Limpieza y aseo;60000
2021;01020;1112;227001;91002;Seguridad;49900
2021;01020;1112;227003;91002;Postales;1500
2021;01020;1112;227006;91002;Estudios y trabajos técnicos;9000
2021;01020;1112;227009;91002;Otros trabajos realizados por otras empresas;35500
2021;01020;1112;230000;91002;Dietas;3500
2021;01020;1112;231000;91002;Locomoción;4000
2021;01020;1112;233000;91002;Gastos a través de agencias de viaje;2000
2021;01020;1112;480557;91002;Escuela de práctica jurídica;9136
2021;01020;1112;480558;91002;Becas del Justicia de Aragón;9600
2021;01020;1112;603000;91002;Maquinaria, instalación y utillaje;7000
2021;01020;1112;605000;91002;Mobiliario y enseres;5000
2021;01020;1112;606000;91002;Equipos para procesos de información;5000
2021;01020;1112;609000;91002;Inmovilizado Inmaterial;10000
2021;01030;1114;100000;91002;Retribuciones básicas de Altos Cargos;144253,62
2021;01030;1114;100001;91002;Otras remuneraciones de Altos Cargos;93369,36
2021;01030;1114;100005;91002;Trienios;16521,74
2021;01030;1114;101000;91002;Retribuciones básicas de SGT, DG y asimilados;116178,04
2021;01030;1114;101002;91002;Complemento específico de SGT, DG y asimilados;72668,15
2021;01030;1114;101005;91002;Trienios de SGT, DG y asimilados;5002,56
2021;01030;1114;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;31988,8
2021;01030;1114;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;32032,92
2021;01030;1114;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;19161,48
2021;01030;1114;110006;91002;Pagas extraordinarias Pers. Eventual de Gabinete;8532,4
2021;01030;1114;120000;91002;Sueldos de Personal Funcionario;685309,92
2021;01030;1114;120005;91002;Trienios de Personal Funcionario;217539,6
2021;01030;1114;120006;91002;Pagas extraordinarias de Personal Funcionario;254624,34
2021;01030;1114;121000;91002;Complemento de destino de Personal Funcionario;320720,28
2021;01030;1114;121001;91002;Complemento específico de Personal Funcionario;304176,24
2021;01030;1114;121009;91002;Otras retribuciones complementarias Funcionarios;6600
2021;01030;1114;122002;91002;Otras retribuciones en especie;8397,84
2021;01030;1114;150001;91002;Productividad variable de Funcionarios;113255,16
2021;01030;1114;160000;91002;Seguridad social;443826,76
2021;01030;1114;160009;91002;Otras cuotas sociales;4468,38
2021;01030;1114;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;20000
2021;01030;1114;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;5337,83
2021;01030;1114;165000;91002;Fondo de Acción Social;24503,32
2021;01030;1114;165001;91002;Fondo de pensiones;10000
2021;01030;1114;206000;91002;Arrendamientos de equipos procesos de información;14300
2021;01030;1114;212000;91002;Rep. y conservación edificios y otras construcc.;8000
2021;01030;1114;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;700
2021;01030;1114;215000;91002;Reparación y conservación de mobiliario y enseres;200
2021;01030;1114;216000;91002;Rep. y conserv. equipos procesos de información;6000
2021;01030;1114;220000;91002;Ordinario no inventariable;3000
2021;01030;1114;220001;91002;Mobiliario y enseres;500
2021;01030;1114;220002;91002;Prensa, revistas y publicaciones periódicas;900
2021;01030;1114;220003;91002;Libros y otras publicaciones;400
2021;01030;1114;220004;91002;Material informático;1000
2021;01030;1114;220009;91002;Otro material de oficina;100
2021;01030;1114;221000;91002;Energía eléctrica;22500
2021;01030;1114;221009;91002;Otros suministros;100
2021;01030;1114;222000;91002;Telefónicas;8000
2021;01030;1114;222001;91002;Postales;2000
2021;01030;1114;223000;91002;Transporte;500
2021;01030;1114;224002;91002;Primas de otro inmovilizado;300
2021;01030;1114;225002;91002;Tributos estatales;100
2021;01030;1114;226000;91002;Cánones;26000
2021;01030;1114;226001;91002;Atenciones protocolarias y representativas;10000
2021;01030;1114;226002;91002;Gastos de divulgación y promoción;4000
2021;01030;1114;226003;91002;Jurídicos, Contenciosos;3000
2021;01030;1114;226005;91002;Reuniones y conferencias;15000
2021;01030;1114;226009;91002;Otros gastos diversos;13000
2021;01030;1114;227000;91002;Limpieza y aseo;32000
2021;01030;1114;227001;91002;Seguridad;56000
2021;01030;1114;227006;91002;Estudios y trabajos técnicos;58000
2021;01030;1114;227009;91002;Otros trabajos realizados por otras empresas;5000
2021;01030;1114;230000;91002;Dietas;3000
2021;01030;1114;231000;91002;Locomoción;5000
2021;01030;1114;251000;91002;Realización de cursos de formación interna;3000
2021;01030;1114;603000;91002;Maquinaria, instalación y utillaje;2000
2021;01030;1114;605000;91002;Mobiliario y enseres;3400
2021;01030;1114;606000;91002;Equipos para procesos de información;20000
2021;01030;1114;609000;91002;Inmovilizado Inmaterial;14000
2021;02010;1121;100000;91002;Retribuciones básicas de Altos Cargos;18525,84
2021;02010;1121;100001;91002;Otras remuneraciones de Altos Cargos;69492,36
2021;02010;1121;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;02010;1121;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;02010;1121;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;02010;1121;101005;91002;Trienios de SGT, DG y asimilados;4446,72
2021;02010;1121;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;4322,1
2021;02010;1121;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;135393,6
2021;02010;1121;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;412876,08
2021;02010;1121;110005;91002;Trienios de Pers. Eventual de Gabinete;13621,8
2021;02010;1121;110006;91002;Pagas extraordinarias Pers. Eventual de Gabinete;24285,2
2021;02010;1121;120000;91002;Sueldos de Personal Funcionario;157353,36
2021;02010;1121;120005;91002;Trienios de Personal Funcionario;43703,88
2021;02010;1121;120006;91002;Pagas extraordinarias de Personal Funcionario;70605,18
2021;02010;1121;121000;91002;Complemento de destino de Personal Funcionario;112855,68
2021;02010;1121;121001;91002;Complemento específico de Personal Funcionario;241348,68
2021;02010;1121;121009;91002;Otras retribuciones complementarias Funcionarios;883,08
2021;02010;1121;160000;91002;Seguridad social;286423,47
2021;02010;1121;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;500
2021;02010;1121;202000;91002;Arrendamientos de edificios y otras construcciones;500
2021;02010;1121;204000;91002;Arrendamientos de material de transporte;12000
2021;02010;1121;205000;91002;Arrendamientos de mobiliario y enseres;1000
2021;02010;1121;212000;91002;Rep. y conservación edificios y otras construcc.;120000
2021;02010;1121;214000;91002;Reparación y conservación material de transporte;15000
2021;02010;1121;215000;91002;Reparación y conservación de mobiliario y enseres;3000
2021;02010;1121;216000;91002;Rep. y conserv. equipos procesos de información;1000
2021;02010;1121;220000;91002;Ordinario no inventariable;5000
2021;02010;1121;220001;91002;Mobiliario y enseres;10000
2021;02010;1121;220002;91002;Prensa, revistas y publicaciones periódicas;5000
2021;02010;1121;220003;91002;Libros y otras publicaciones;1000
2021;02010;1121;220004;91002;Material informático;1000
2021;02010;1121;220009;91002;Otro material de oficina;300
2021;02010;1121;221003;91002;Combustibles;15000
2021;02010;1121;221004;91002;Vestuario;2000
2021;02010;1121;221006;91002;Productos farmacéuticos;150
2021;02010;1121;221009;91002;Otros suministros;10000
2021;02010;1121;222000;91002;Telefónicas;10000
2021;02010;1121;222001;91002;Postales;3000
2021;02010;1121;222002;91002;Telegráficas;300
2021;02010;1121;222003;91002;Télex y telefax;500
2021;02010;1121;222009;91002;Otras comunicaciones;300
2021;02010;1121;223000;91002;Transporte;15000
2021;02010;1121;224000;91002;Primas de Edificios y locales;150
2021;02010;1121;224001;91002;Primas de vehículos;3500
2021;02010;1121;224003;91002;Otros riesgos;30000
2021;02010;1121;225000;91002;Tributos locales;1000
2021;02010;1121;226000;91002;Cánones;1000
2021;02010;1121;226001;91002;Atenciones protocolarias y representativas;95000
2021;02010;1121;226001;91002;Atenciones protocolarias y representativas;15000
2021;02010;1121;226002;91002;Gastos de divulgación y promoción;3000
2021;02010;1121;226002;91002;Gastos de divulgación y promoción;92000
2021;02010;1121;226003;91002;Jurídicos, Contenciosos;100
2021;02010;1121;226005;91002;Reuniones y conferencias;30000
2021;02010;1121;226009;91002;Otros gastos diversos;4000
2021;02010;1121;227000;91002;Limpieza y aseo;61000
2021;02010;1121;227000;91002;Limpieza y aseo;2000
2021;02010;1121;227001;91002;Seguridad;46500
2021;02010;1121;227001;91002;Seguridad;3500
2021;02010;1121;227002;91002;Valoraciones y peritajes;100
2021;02010;1121;227006;91002;Estudios y trabajos técnicos;7000
2021;02010;1121;227009;91002;Otros trabajos realizados por otras empresas;25000
2021;02010;1121;227009;91002;Otros trabajos realizados por otras empresas;25431
2021;02010;1121;230000;91002;Dietas;15000
2021;02010;1121;231000;91002;Locomoción;4000
2021;02010;1121;232000;91002;Traslado;100
2021;02010;1121;233000;91002;Gastos a través de agencias de viaje;20000
2021;02010;1121;480001;91002;Fundación Seminario Investigación para la Paz;91270
2021;02010;1121;602000;91002;Edificios y otras construcciones;1000
2021;02010;1121;604000;91002;Material de transporte;26000
2021;02010;1121;605000;91002;Mobiliario y enseres;15000
2021;02010;1121;609000;91002;Inmovilizado Inmaterial;500
2021;03010;1125;120000;91002;Sueldos de Personal Funcionario;30050,64
2021;03010;1125;120005;91002;Trienios de Personal Funcionario;8827,68
2021;03010;1125;120006;91002;Pagas extraordinarias de Personal Funcionario;12566,64
2021;03010;1125;121000;91002;Complemento de destino de Personal Funcionario;19954,68
2021;03010;1125;121001;91002;Complemento específico de Personal Funcionario;37440,84
2021;03010;1125;160000;91002;Seguridad social;25990,16
2021;03010;1125;212000;91002;Rep. y conservación edificios y otras construcc.;2512
2021;03010;1125;216000;91002;Rep. y conserv. equipos procesos de información;368
2021;03010;1125;220000;91002;Ordinario no inventariable;1500
2021;03010;1125;220001;91002;Mobiliario y enseres;1000
2021;03010;1125;220003;91002;Libros y otras publicaciones;300
2021;03010;1125;220004;91002;Material informático;1000
2021;03010;1125;221000;91002;Energía eléctrica;2613
2021;03010;1125;221001;91002;Agua;114
2021;03010;1125;221002;91002;Gas;301
2021;03010;1125;221009;91002;Otros suministros;290
2021;03010;1125;222000;91002;Telefónicas;1391
2021;03010;1125;222001;91002;Postales;500
2021;03010;1125;223000;91002;Transporte;1672
2021;03010;1125;225000;91002;Tributos locales;1474
2021;03010;1125;225001;91002;Tributos autonómicos;30
2021;03010;1125;226001;91002;Atenciones protocolarias y representativas;500
2021;03010;1125;226005;91002;Reuniones y conferencias;1000
2021;03010;1125;227000;91002;Limpieza y aseo;4690
2021;03010;1125;227001;91002;Seguridad;3283
2021;03010;1125;230000;91002;Dietas;500
2021;03010;1125;231000;91002;Locomoción;736
2021;03010;1125;233000;91002;Gastos a través de agencias de viaje;200
2021;03010;1125;239000;91002;Otras indemnizaciones;223900
2021;04010;1124;120000;91002;Sueldos de Personal Funcionario;43328,16
2021;04010;1124;120005;91002;Trienios de Personal Funcionario;11116,8
2021;04010;1124;120006;91002;Pagas extraordinarias de Personal Funcionario;19472,46
2021;04010;1124;121000;91002;Complemento de destino de Personal Funcionario;37847,16
2021;04010;1124;121001;91002;Complemento específico de Personal Funcionario;82696,56
2021;04010;1124;160000;91002;Seguridad social;38096,13
2021;04010;1124;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;1860
2021;04010;1124;216000;91002;Rep. y conserv. equipos procesos de información;300
2021;04010;1124;220000;91002;Ordinario no inventariable;400
2021;04010;1124;226009;91002;Otros gastos diversos;300
2021;04010;1124;230000;91002;Dietas;500
2021;04010;1124;233000;91002;Gastos a través de agencias de viaje;1500
2021;05020;1216;120000;91002;Sueldos de Personal Funcionario;18753,36
2021;05020;1216;120005;91002;Trienios de Personal Funcionario;3652,44
2021;05020;1216;120006;91002;Pagas extraordinarias de Personal Funcionario;7484,9
2021;05020;1216;121000;91002;Complemento de destino de Personal Funcionario;10283,52
2021;05020;1216;121001;91002;Complemento específico de Personal Funcionario;20979,36
2021;05020;1216;160000;91002;Seguridad social;15899,94
2021;05020;1216;203000;91002;Arrendamientos maquinaria, instalación y utillaje;500
2021;05020;1216;215000;91002;Reparación y conservación de mobiliario y enseres;100
2021;05020;1216;216000;91002;Rep. y conserv. equipos procesos de información;100
2021;05020;1216;220000;91002;Ordinario no inventariable;2000
2021;05020;1216;220001;91002;Mobiliario y enseres;1000
2021;05020;1216;220002;91002;Prensa, revistas y publicaciones periódicas;1500
2021;05020;1216;220003;91002;Libros y otras publicaciones;2000
2021;05020;1216;220004;91002;Material informático;1000
2021;05020;1216;220009;91002;Otro material de oficina;100
2021;05020;1216;221000;91002;Energía eléctrica;3000
2021;05020;1216;221009;91002;Otros suministros;3000
2021;05020;1216;222000;91002;Telefónicas;3000
2021;05020;1216;222001;91002;Postales;1000
2021;05020;1216;222009;91002;Otras comunicaciones;500
2021;05020;1216;226000;91002;Cánones;50
2021;05020;1216;226002;91002;Gastos de divulgación y promoción;3000
2021;05020;1216;226005;91002;Reuniones y conferencias;8000
2021;05020;1216;226009;91002;Otros gastos diversos;500
2021;05020;1216;227006;91002;Estudios y trabajos técnicos;500
2021;05020;1216;227009;91002;Otros trabajos realizados por otras empresas;500
2021;05020;1216;230000;91002;Dietas;500
2021;05020;1216;231000;91002;Locomoción;500
2021;05020;1216;233000;91002;Gastos a través de agencias de viaje;500
2021;05020;1216;239000;91002;Otras indemnizaciones;500
2021;05020;1216;480005;91002;Ayudas a Comunidades Aragonesas del Exterior;110000
2021;05020;1216;480680;91002;Federación Comunidades Aragonesas del exterior;15000
2021;05020;1216;602000;91002;Edificios y otras construcciones;1000
2021;05020;1216;780002;91002;Ayudas a Comunidades Aragonesas del Exterior;100000
2021;05020;1267;101000;91002;Retribuciones básicas de SGT, DG y asimilados;13292,28
2021;05020;1267;101001;91002;Complemento de destino de SGT, DG y asimilados;14991,48
2021;05020;1267;101002;91002;Complemento específico de SGT, DG y asimilados;36871,68
2021;05020;1267;101006;91002;Pagas extraordinarias de SGT, DG y asimilados;3864,66
2021;05020;1267;120000;91002;Sueldos de Personal Funcionario;62081,52
2021;05020;1267;120005;91002;Trienios de Personal Funcionario;12119,52
2021;05020;1267;120006;91002;Pagas extraordinarias de Personal Funcionario;24889,94
2021;05020;1267;121000;91002;Complemento de destino de Personal Funcionario;43410,6
2021;05020;1267;121001;91002;Complemento específico de Personal Funcionario;89102,16
2021;05020;1267;121009;91002;Otras retribuciones complementarias Funcionarios;2951,52
2021;05020;1267;160000;91002;Seguridad social;68706,62
2021;05020;1267;203000;91002;Arrendamientos maquinaria, instalación y utillaje;1000
2021;05020;1267;215000;91002;Reparación y conservación de mobiliario y enseres;500
2021;05020;1267;216000;91002;Rep. y conserv. equipos procesos de información;500
2021;05020;1267;220000;91002;Ordinario no inventariable;1000
2021;05020;1267;220001;91002;Mobiliario y enseres;500
2021;05020;1267;220002;91002;Prensa, revistas y publicaciones periódicas;400
2021;05020;1267;220003;91002;Libros y otras publicaciones;19000
2021;05020;1267;220004;91002;Material informático;5000
2021;05020;1267;220009;91002;Otro material de oficina;5000
2021;05020;1267;221000;91002;Energía eléctrica;10000
2021;05020;1267;221009;91002;Otros suministros;3000
2021;05020;1267;222000;91002;Telefónicas;10000
2021;05020;1267;222001;91002;Postales;6000
2021;05020;1267;222009;91002;Otras comunicaciones;500
2021;05020;1267;226000;91002;Cánones;500
2021;05020;1267;226001;91002;Atenciones protocolarias y representativas;500
2021;05020;1267;226002;91002;Gastos de divulgación y promoción;36000
2021;05020;1267;226005;91002;Reuniones y conferencias;3000
2021;05020;1267;226009;91002;Otros gastos diversos;500
2021;05020;1267;227006;91002;Estudios y trabajos técnicos;2000
2021;05020;1267;227009;91002;Otros trabajos realizados por otras empresas;1000
2021;05020;1267;230000;91002;Dietas;500
2021;05020;1267;231000;91002;Locomoción;500
2021;05020;1267;233000;91002;Gastos a través de agencias de viaje;500
2021;05020;1267;239000;91002;Otras indemnizaciones;200
2021;05020;6152;120000;91002;Sueldos de Personal Funcionario;150664,68
2021;05020;6152;120005;91002;Trienios de Personal Funcionario;40870,68
2021;05020;6152;120006;91002;Pagas extraordinarias de Personal Funcionario;61611,76
2021;05020;6152;121000;91002;Complemento de destino de Personal Funcionario;94832,88
2021;05020;6152;121001;91002;Complemento específico de Personal Funcionario;192886,2
2021;05020;6152;160000;91002;Seguridad social;110591,02
2021;05020;6152;220000;91002;Ordinario no inventariable;6000
2021;05020;6152;220003;91002;Libros y otras publicaciones;20900
2021;05020;6152;220004;91002;Material informático;24833
2021;05020;6152;221000;91002;Energía eléctrica;9000
2021;05020;6152;222000;91002;Telefónicas;9800
2021;05020;6152;222001;91002;Postales;300
2021;05020;6152;223000;91002;Transporte;200
2021;05020;6152;226001;91002;Atenciones protocolarias y representativas;300
2021;05020;6152;226001;91001;Atenciones protocolarias y representativas;1200
2021;05020;6152;226001;14201;Atenciones protocolarias y representativas;600
2021;05020;6152;226001;11201;Atenciones protocolarias y representativas;600
2021;05020;6152;226002;91001;Gastos de divulgación y promoción;8000
2021;05020;6152;226002;14201;Gastos de divulgación y promoción;4000
2021;05020;6152;226002;11201;Gastos de divulgación y promoción;4000
2021;05020;6152;226005;91002;Reuniones y conferencias;300
2021;05020;6152;226005;14201;Reuniones y conferencias;1000
2021;05020;6152;226005;11201;Reuniones y conferencias;1000
2021;05020;6152;226005;91001;Reuniones y conferencias;2000
2021;05020;6152;227006;11201;Estudios y trabajos técnicos;60000
2021;05020;6152;227006;14201;Estudios y trabajos técnicos;60000
