EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2014;72000;329001;91003;Tasa 01- Dirección e inspección de obras;25.000,00
2014;72000;329003;91003;Tasa 03- Serv.admvos, redacc. informes,activ. fac.;500,00
2014;72000;330009;91003;Tratamiento fosas sépticas;100.000,00
2014;72000;395100;91003;Multas y sanciones;30.000,00
2014;72000;396100;91003;Ingresos diversos. Recursos eventuales;50.000,00
2014;72000;520000;91003;Intereses;100.000,00
2014;72000;821001;91003;Reintegros préstamos convenios con EE Locales;736.300,00
2014;73000;329035;91003;Tasa 35- Tasa eval. ensayos clínicos y p. sanitari;130.000,00
2014;73000;330010;91003;Servicios Investigación Biomédica;1.000.000,00
2014;73000;393005;91003;Cursos y otros ingresos de Sanidad, BS y Familia;30.000,00
2014;73000;405099;39020;Otras subvenciones en materia de Salud y Consumo;1.791.086,34
2014;73000;405099;39053;Otras subvenciones en materia de Salud y Consumo;917.912,19
2014;73000;440002;91003;Transferencia de la Universidad de Zaragoza;100.000,00
2014;73000;470009;72009;Otras subvenciones de empresas;1.769.351,43
2014;73000;499099;19090;Otras subvenciones del exterior;395.989,90
2014;73000;520000;91003;Intereses;1.000,00
2014;73000;709009;39020;Otras subvenciones de capital;518.459,63
2014;73000;709009;39053;Otras subvenciones de capital;527.293,24
2014;73000;770010;72009;proyectos producción y transferencia conocimiento;330.000,00
2014;73000;799000;19090;Otras subvenciones del exterior;143.380,00
2014;74000;319319;91003;Prestación de Servicios en laboratorios;93.000,00
2014;74000;319320;72012;Prestación servicios investigación agroalimentaria;230.000,00
2014;74000;381100;91003;Reintegros de ejercicio corriente;35.000,00
2014;74000;450008;91003;Aportaciones Departamentos D.G.A.;130.000,00
2014;74000;470009;91003;Otras subvenciones de empresas;750,00
2014;74000;520000;91003;Intereses;5.000,00
2014;74000;552000;91003;De investigación agraria;90.000,00
2014;74000;552005;91003;Aprovechamientos de fincas agrícolas;110.000,00
2014;74000;553009;91003;Otros cánones;770,00
2014;74000;707003;39037;Plan Nacional de Investigación;420.000,00
2014;74000;719011;39003;Instituto Nacional Investigación y Tecnología Agra;650.000,00
2014;74000;719011;39035;Instituto Nacional Investigación y Tecnología Agra;55.105,00
2014;74000;719011;39044;Instituto Nacional Investigación y Tecnología Agra;225.000,00
2014;74000;750008;55007;Aportaciones Departamentos D.G.A.;380.000,00
2014;74000;770010;71008;proyectos producción y transferencia conocimiento;30.000,00
2014;74000;799000;19090;Otras subvenciones del exterior;100.000,00
2014;75000;329016;91003;Tasa 16-Expedición licencias caza y pesca;2.019.149,95
2014;75000;329017;91003;Tasa 17-S. facul. montes, forestales y v. pecuaria;194.575,03
2014;75000;329026;91003;Tasa 26-Tasa servicios gestión de los cotos;862.122,66
2014;75000;329028;91003;Tasa 28-Tasa ser.adm. protección del medio ambient;395.623,14
2014;75000;329029;91003;Tasa 29-Tasa S.Adm. conservación biodiversidad;12.202,37
2014;75000;329034;91003;Tasa 34-S. admtivos. calificación ambien act. clas;188.145,85
2014;75000;520000;91003;Intereses;1.500,00
2014;76000;396010;91003;Ingresos diversos Bco Sangre y Tejidos de Aragón;8.912.486,86
2014;76000;520000;91003;Intereses;12.400,00
2014;77000;520000;91003;Intereses;50,00
;;;;;
